,Text,TagTog,Senticnet,PyFeel
175,"alors avertis par mes chiennes de servantes, ils me surprirent et me menacèrent, et, contre ma volonté, je fus contrainte d'achever ma toile.",Angry,sadness,angry
176,"Et, maintenant, je ne puis plus éviter mes noces, ne trouvant plus aucune ruse.",Sadness,terror,fear
177,"Je te répondrai donc, bien que tu renouvelles ainsi mes maux innombrables ; mais c'est là la destinée d'un homme depuis longtemps absent de la patrie, tel que moi qui ai erré parmi les villes des hommes, étant accablé de maux.",Sadness,terror,joy
178,"Maintenant, ô mon hôte, auparavant misérable, tu seras aimé et honoré dans mes demeures.",Surprise,sadness,sadness
179,"J'ai moi-même donné à Odysseus ces vêtements que tu décris et qui étaient pliés dans ma chambre nuptiale, et j'y ai attaché cette agrafe brillante. Mais je ne le verrai plus de retour dans la chère terre de la patrie ! C'est par une mauvaise destinée qu'Odysseus, montant dans sa nef creuse, est parti pour cette Troiè fatale qu'on ne devrait plus nommer.",Sadness,ecstasy,sadness
180,"Ô femme vénérable du Laertiade Odysseus, ne flétris point ton beau visage et ne te consume point dans ton coeur à pleurer. Cependant, je ne te blâme en rien. Quelle femme pleurerait un jeune mari dont elle a conçu des enfants, après s'être unie d'amour à lui, plus que tu dois pleurer Odysseus qu'on dit semblable aux dieux ?",Sadness,ecstasy,sadness
181,"Et je te ferai un grand serment : Qu'ils le sachent, Zeus, le meilleur et le plus grand des dieux, et la demeure du brave Odysseus où je suis arrivé ! Tout s'accomplira comme je le dis. Odysseus reviendra avant la fin de cette année, avant la fin de ce mois, dans quelques jours.",Calmness,bliss,fear
182,"Plaise aux dieux, étranger, que tes paroles s'accomplissent !",Joy,grief,fear
183,Je te prouverais aussitôt mon amitié par de nombreux présents et chacun te dirait heureux ;,Joy,joy,joy
184,mais je sens dans mon coeur que jamais Odysseus ne reviendra dans sa demeure et que ce n'est point lui qui te renverra.,Sadness,ecstasy,calmness
185,Il arrivera malheur à celui d'entre eux qui l'outragera.,Angry,grief,fear
186,La vie des hommes est brève.,Sadness,ecstasy,calmness
187,"Ô femme vénérable du Laertiade Odysseus, les beaux vêtements et les couvertures splendides me sont odieux, depuis que, sur ma nef aux longs avirons, j'ai quitté les montagnes neigeuses de la Krètè.",Sadness,ecstasy,sadness
188,"Peut-être que les pieds et les mains d'Odysseus ressemblent aux siens, car les hommes vieillissent vite dans le malheur.",Sadness,grief,fear
189,"Hélas ! je suis sans force pour te venir en aide, ô mon enfant ! Assurément Zeus te hait entre tous les hommes, bien que tu aies un esprit pieux. Aucun homme n'a brûlé plus de cuisses grasses à Zeus qui se réjouit de la foudre, ni d'aussi complètes hécatombes. Tu le suppliais de te laisser parvenir à une pleine vieillesse et de te laisser élever ton fils illustre, et voici qu'il t'a enlevé le jour du retour !",Sadness,ecstasy,joy
190,"Ô vieille femme, en effet, tous ceux qui nous ont vus tous deux de leurs yeux disent que nous nous ressemblons beaucoup. Tu as parlé avec sagesse.",Calmness,grief,calmness
191,Je suis venu ici très irrité contre un grand nombre d'hommes et de femmes sur la face de la terre nourricière.,Angry,ecstasy,angry
192,"Certes, tu es Odysseus mon cher enfant ! Je ne t'ai point reconnu avant d'avoir touché tout mon maître.",Surprise,ecstasy,joy
193,"Nourrice, pourquoi veux-tu me perdre, toi qui m'as nourri toi-même de ta mamelle ? Maintenant, voici qu'ayant subi bien des maux, j'arrive après vingt ans dans la terre de la patrie.",Angry,ecstasy,joy
194,"Si un dieu tue par mes mains les prétendants insolents, je ne t'épargnerai même pas, bien que tu sois ma nourrice, quand je tuerai les autres servantes dans mes demeures.",Angry,ecstasy,joy
195,"Mon enfant, quelle parole s'échappe d'entre tes dents ?",Surprise,ecstasy,joy
196,"Tu sais que mon âme est constante et ferme. Je me tairai comme la pierre ou le fer. Mais je te dirai autre chose ; garde mes paroles dans ton esprit : Si un dieu dompte par tes mains les prétendants insolents, je t'indiquerai dans les demeures les femmes qui te méprisent et celles qui sont innocentes.",Fear,enthusiasm,fear
197,"Nourrice, pourquoi me les indiquerais-tu ? Il n'en est pas besoin. J'en jugerai moi-même et je les reconnaîtrai. Garde le silence et remets le reste aux dieux.",Angry,enthusiasm,calmness
198,"Pour moi, un dieu m'a envoyé une grande affliction. Le jour, du moins, je surveille en pleurant les travaux des servantes de cette maison et je charme ainsi ma douleur ; mais quand la nuit vient et quand le sommeil saisit tous les hommes, je me couche sur mon lit, et, autour de mon coeur impénétrable, les pensées amères irritent mes peines.",Sadness,ecstasy,sadness
199,"ainsi mon âme est agitée çà et là, hésitant si je dois rester auprès de mon fils, garder avec soin mes richesses, mes servantes et ma haute demeure, et respecter le lit de mon mari et la voix du peuple, ou si je dois me marier, parmi les Akhaiens qui me recherchent dans mes demeures, à celui qui est le plus noble et qui m'offrira le plus de présents.",Sadness,terror,fear
200,Et je pleure et je gémis dans mon songe : et les Akhaiennes aux beaux cheveux se réunissent autour de moi qui gémis amèrement parce que l'aigle a tué mes oies.,Sadness,grief,joy
201,"Si tu voulais, étranger, assis à côté de moi, me charmer dans mes demeures, le sommeil ne se répandrait pas sur mes paupières ; mais les hommes ne peuvent rester sans sommeil, et les immortels, sur la terre féconde, ont fait la part de toute chose aux mortels.",Calmness,grief,fear
202,"Certes, je remonterai donc dans la haute chambre, et je me coucherai sur mon lit plein d'affliction et arrosé de mes larmes depuis le jour où Odysseus est parti pour cette Ilios fatale qu'on ne devrait plus nommer.",Sadness,grief,joy
203,"craignez qu'un roi porte-sceptre ne soit plus jamais ni doux, ni clément, mais que, loin d'avoir des pensées équitables, il soit dur et injuste, si nul ne se souvient du divin Odysseus parmi ceux sur lesquels il a régné comme un père plein de douceur.",Fear,grief,sadness
204,"subissant des peines cruelles, dans l'île et dans les demeures de la Nymphe Kalypsô qui le retient de force, et il ne peut retourner dans la terre de la patrie, car il n'a ni nefs armées d'avirons, ni compagnons, qui puissent le conduire sur le vaste dos de la mer. Et voici maintenant qu'on veut tuer son fils bien-aimé à son retour dans ses demeures, car il est parti, afin de s'informer de son père, pour la divine Pylos et l'illustre Lakédaimôn",Sadness,ecstasy,fear
205,"Mon enfant, quelle parole s'est échappée d'entre tes dents ?",Surprise,ecstasy,joy
206,"Et les Phaiakiens, dans leur esprit, l'honoreront comme un dieu, et ils le renverront sur une nef dans la chère terre de la patrie, et ils lui donneront en abondance de l'airain, de l'or et des vêtements, de sorte qu'Odysseus n'en eût point rapporté autant de Troiè, s'il était revenu sain et sauf, ayant reçu sa part du butin. Ainsi sa destinée est de revoir ses amis et de rentrer dans sa haute demeure et dans la terre de la patrie.""",Joy,ecstasy,sadness
207,"Et la nymphe chantait d'une belle voix, tissant une toile avec une navette d'or. Et une forêt verdoyante environnait la grotte, l'aune, le peuplier et le cyprès odorant, où les oiseaux qui déploient leurs ailes faisaient leurs nids : les chouettes, les éperviers et les bavardes corneilles de mer qui s'inquiètent toujours des flots. Et une jeune vigne, dont les grappes mûrissaient, entourait la grotte, et quatre cours d'eau limpide, tantôt voisins, tantôt allant çà et là, faisaient verdir de molles prairies de violettes et d'aches. Même si un immortel s'en approchait, il admirerait et serait charmé dans son esprit.",Joy,contentment,sadness
208,"Et Hermès ne vit pas dans la grotte le magnanime Odysseus, car celui-ci pleurait, assis sur le rivage ; et, déchirant son coeur de sanglots et de gémissements, il regardait la mer agitée et versait des larmes.",Sadness,ecstasy,fear
209,"– Pourquoi es-tu venu vers moi, Herméias à la baguette d'or, vénérable et cher, que je n'ai jamais vu ici ?",Surprise,ecstasy,sadness
210,quand il eut achevé son repas et satisfait son âme,Joy,enthusiasm,fear
211,Mais il n'est point permis à tout autre dieu de résister à la volonté de Zeus tempétueux.,Fear,ecstasy,fear
212,"On dit qu'un homme est auprès de toi, le plus malheureux de tous les hommes",Sadness,terror,sadness
213,Et tous les braves compagnons d'Odysseus périrent,Sadness,,calmness
214,"– Vous êtes injustes, ô dieux, et les plus jaloux des autres dieux, et vous enviez les déesses qui dorment ouvertement avec les hommes qu'elles choisissent pour leurs chers maris.",Disgust,terror,angry
215,"Zeus, l'ayant su aussitôt, le tua en le frappant de la blanche foudre",Fear,responsiveness,fear
216,Mais il n'est point permis à tout autre dieu de résister à la volonté de Zeus tempétueux.,Fear,ecstasy,fear
217,"– Renvoie-le dès maintenant, afin d'éviter la colère de Zeus, et de peur qu'il s'enflamme contre toi à l'avenir.",Fear,grief,angry
218,"et jamais ses yeux ne tarissaient de larmes, et sa douce vie se consumait à gémir dans le désir du retour, car la nymphe n'était point aimée de lui.",Sadness,ecstasy,disgust
219,"mais, le jour, assis sur les rochers et sur les rivages, il déchirait son coeur par les larmes, les gémissements et les douleurs, et il regardait la mer indomptée en versant des larmes.",Sadness,ecstasy,calmness
220,"Mon esprit est équitable, et je n'ai point dans ma poitrine un coeur de fer, mais compatissant.",Calmness,ecstasy,fear
221,"– Divin Laertiade, subtil Odysseus, ainsi, tu veux donc retourner dans ta demeure et dans la chère terre de la patrie ?",Surprise,ecstasy,sadness
222,"cependant, je veux et je désire tous les jours revoir le moment du retour et regagner ma demeure",Joy,sadness,sadness
223,"Si quelque dieu m'accable encore de maux sur la sombre mer, je les subirai avec un coeur patient. J'ai déjà beaucoup souffert sur les flots et dans la guerre ; que de nouvelles misères m'arrivent, s'il le faut.",Calmness,ecstasy,fear
224,"Et le divin Odysseus, joyeux, déploya ses voiles au vent propice ;",Joy,joy,surprise
225,et son coeur s'échauffa violemment,Angry,ecstasy,fear
226,"Ayant ainsi parlé, il amassa les nuées et souleva la mer. Et il saisit de ses mains son trident et il déchaîna la tempête de tous les vents. Et il enveloppa de nuages la terre et la mer, et la nuit se rua de l'Ouranos. Et l'Euros et le Notos soufflèrent, et le violent Zéphyros et l'impétueux Boréas, soulevant de grandes lames.",Angry,serenity,fear
227,"Et les genoux d'Odysseus et son cher coeur furent brisés, et il dit avec tristesse dans son esprit magnanime :",Sadness,ecstasy,sadness
228,Ah ! malheureux que je suis !,Sadness,terror,sadness
229,"Maintenant ma destinée est de subir une mort obscure !""",Sadness,sadness,sadness
230,"et une grande lame, se ruant sur lui, effrayante",Fear,ecstasy,fear
231,"et la tempête horrible des vents confondus brisa le mât par le milieu ; et l'antenne et la voile furent emportées à la mer ; et Odysseus resta longtemps sous l'eau, ne pouvant émerger de suite, à cause de l'impétuosité de la mer.",Fear,grief,fear
232,Et elle prit en pitié Odysseus errant et accablé de douleurs.,Sadness,anxiety,sadness
233,"– Malheureux ! pourquoi Poseidaôn qui ébranle la terre est-il si cruellement irrité contre toi, qu'il t'accable de tant de maux ?",Surprise,grief,sadness
234,"Mais il ne te perdra pas, bien qu'il le veuille. Fais ce que je vais te dire, car tu ne me sembles pas manquer de sagesse. Ayant rejeté tes vêtements, abandonne le radeau aux vents et nage de tes bras jusqu'à la terre des Phaiakiens, où tu dois être sauvé. Prends cette bandelette immortelle, étends-la sur ta poitrine et ne crains plus ni la douleur, ni la mort. Dès que tu auras saisi le rivage de tes mains, tu la rejetteras au loin dans la sombre mer en te détournant.",Calmness,ecstasy,sadness
235,"mais je ferai ceci, et il me semble que c'est le plus sage : aussi longtemps que ces pièces de bois seront unies par leurs liens, je resterai ici et je subirai mon mal patiemment, et dès que la mer aura rompu le radeau, je nagerai, car je ne pourrai rien faire de mieux.",Calmness,serenity,sadness
236,"Poseidaôn qui ébranle la terre souleva une lame immense, effrayante, lourde et haute, et il la jeta sur Odysseus.",Fear,ecstasy,fear
237,et la sérénité tranquille se fit,Calmness,ecstasy,sadness
238,"Et les vastes flots se brisaient, effrayants, contre la côte aride",Fear,grief,fear
239,"Alors, les genoux et le cher coeur d'Odysseus furent brisés",Sadness,sadness,sadness
240,"Les rochers aigus se dressent, les flots impétueux écument de tous côtés et la côte est escarpée. La profonde mer est proche, et je ne puis appuyer mes pieds nulle part, ni échapper à mes misères, et peut-être le grand flot va-t-il me jeter contre ces roches, et tous mes efforts seront vains. Si je nage encore, afin de trouver ailleurs une plage heurtée par les eaux, ou un port,",Fear,grief,fear
241,"je crains que la tempête me saisisse de nouveau et me rejette, malgré mes gémissements, dans la haute mer poissonneuse ;",Fear,serenity,fear
242,"Je sais, en effet, combien l'illustre qui ébranle la terre est irrité contre moi.",Angry,grief,angry
243,"Emporté en avant, de ses deux mains il saisit la roche et il l'embrassa en gémissant jusqu'à ce que le flot immense se fût déroulé, et il se sauva ainsi ; mais le reflux, se ruant sur lui, le frappa et le remporta en mer. De même que les petites pierres restent, en grand nombre, attachées aux articulations creuses du polypode arraché de son abri, de même la peau de ses mains vigoureuses s'était déchirée au rocher, et le flot vaste le recouvrit.",Fear,grief,fear
244,il vit que cet endroit était excellent et mis à l'abri du vent par des roches égales.,Joy,contentment,angry
245,"Il parla ainsi, et le fleuve s'apaisa, arrêtant son cours et les flots ; et il se fit tranquille devant Odysseus, et il le recueillit à son embouchure.",Calmness,grief,sadness
